Timestep;TAir;DeltaT (Thouse-Tair) (and =0 if no heating required);Demand space heating kWh;Demand domestic hot water kWh;Demand space heating kWh;Demand domestic hot water kWh;;;;;
31.05.2021 05:59;11.8;8.2; 4.94 ; 5.25 ;130.3669679;14.5913242;;;;;
31.05.2021 06:59;12.3;7.7; 4.64 ; 5.25 ;122.4177625;14.5913242;;;;;
31.05.2021 07:59;13.1;6.9; 4.15 ; 5.25 ;109.6990339;14.5913242;;;;;
31.05.2021 08:59;13.7;6.3; 3.79 ; 5.25 ;100.1599875;14.5913242;;;;;
31.05.2021 09:59;14.3;5.7; 3.43 ; 5.25 ;90.62094108;14.5913242;;;;;
31.05.2021 10:59;14.9;5.1; 3.07 ; 5.25 ;81.08189465;14.5913242;;;;;
31.05.2021 11:59;15.2;4.8; 2.89 ; 5.25 ;76.31237144;14.5913242;;;;;
31.05.2021 12:59;15.5;4.5; 2.71 ; 5.25 ;71.54284822;14.5913242;;;;;
31.05.2021 13:59;15.6;4.4; 2.65 ; 5.25 ;69.95300715;14.5913242;;;;;
31.05.2021 14:59;14.6;5.4; 3.25 ; 5.25 ;85.85141787;14.5913242;;;;;
31.05.2021 15:59;15.7;4.3; 2.59 ; 5.25 ;68.36316608;14.5913242;;;;;
31.05.2021 16:59;15.6;4.4; 2.65 ; 5.25 ;69.95300715;14.5913242;;;;;
31.05.2021 17:59;15;5; 3.01 ; 5.25 ;79.49205358;14.5913242;;;;;
31.05.2021 18:59;14.5;5.5; 3.31 ; 5.25 ;87.44125894;14.5913242;;;;;
31.05.2021 19:59;13.7;6.3; 3.79 ; 5.25 ;100.1599875;14.5913242;;;;;
31.05.2021 20:59;11.9;8.1; 4.88 ; 5.25 ;128.7771268;14.5913242;;;;;
31.05.2021 21:59;12.3;7.7; 4.64 ; 5.25 ;122.4177625;14.5913242;;;;;
31.05.2021 22:59;11;9; 5.42 ; 5.25 ;143.0856964;14.5913242;;;;;
31.05.2021 23:59;10.5;9.5; 5.72 ; 5.25 ;151.0349018;14.5913242;;;;;
01.06.2021 00:59;9.3;10.7; 6.44 ; 5.25 ;170.1129947;14.5913242;;;;;
01.06.2021 01:59;8.2;11.8; 7.10 ; 5.25 ;187.6012465;14.5913242;;;;;
01.06.2021 02:59;7.4;12.6; 7.59 ; 5.25 ;200.319975;14.5913242;;;;;
01.06.2021 03:59;7.2;12.8; 7.71 ; 5.25 ;203.4996572;14.5913242;;;;;
01.06.2021 04:59;7.8;12.2; 7.34 ; 5.25 ;193.9606107;14.5913242;;;;;
01.06.2021 05:59;8.8;11.2; 6.74 ; 5.25 ;178.0622;14.5913242;;;;;
01.06.2021 06:59;9.9;10.1; 6.08 ; 5.25 ;160.5739482;14.5913242;;;;;
01.06.2021 07:59;11.1;8.9; 5.36 ; 5.25 ;141.4958554;14.5913242;;;;;
01.06.2021 08:59;12.2;7.8; 4.70 ; 5.25 ;124.0076036;14.5913242;;;;;
01.06.2021 09:59;13.2;6.8; 4.09 ; 5.25 ;108.1091929;14.5913242;;;;;
01.06.2021 10:59;13.9;6.1; 3.67 ; 5.25 ;96.98030537;14.5913242;;;;;
01.06.2021 11:59;14.4;5.6; 3.37 ; 5.25 ;89.03110001;14.5913242;;;;;
01.06.2021 12:59;14.8;5.2; 3.13 ; 5.25 ;82.67173573;14.5913242;;;;;
01.06.2021 13:59;15;5; 3.01 ; 5.25 ;79.49205358;14.5913242;;;;;
01.06.2021 14:59;14.9;5.1; 3.07 ; 5.25 ;81.08189465;14.5913242;;;;;
01.06.2021 15:59;14.6;5.4; 3.25 ; 5.25 ;85.85141787;14.5913242;;;;;
01.06.2021 16:59;13.9;6.1; 3.67 ; 5.25 ;96.98030537;14.5913242;;;;;
01.06.2021 17:59;13;7; 4.21 ; 5.25 ;111.288875;14.5913242;;;;;
01.06.2021 18:59;11.9;8.1; 4.88 ; 5.25 ;128.7771268;14.5913242;;;;;
01.06.2021 19:59;10.8;9.2; 5.54 ; 5.25 ;146.2653786;14.5913242;;;;;
01.06.2021 20:59;9.4;10.6; 6.38 ; 5.25 ;168.5231536;14.5913242;;;;;
01.06.2021 21:59;7.9;12.1; 7.28 ; 5.25 ;192.3707697;14.5913242;;;;;
01.06.2021 22:59;6.4;13.6; 8.19 ; 5.25 ;216.2183857;14.5913242;;;;;
01.06.2021 23:59;6.3;13.7; 8.25 ; 5.25 ;217.8082268;14.5913242;;;;;
02.06.2021 00:59;6.2;13.8; 8.31 ; 5.25 ;219.3980679;14.5913242;;;;;
02.06.2021 01:59;6.1;13.9; 8.37 ; 5.25 ;220.987909;14.5913242;;;;;
02.06.2021 02:59;5.9;14.1; 8.49 ; 5.25 ;224.1675911;14.5913242;;;;;
02.06.2021 03:59;5.9;14.1; 8.49 ; 5.25 ;224.1675911;14.5913242;;;;;
02.06.2021 04:59;6.6;13.4; 8.07 ; 5.25 ;213.0387036;14.5913242;;;;;
02.06.2021 05:59;7.8;12.2; 7.34 ; 5.25 ;193.9606107;14.5913242;;;;;
02.06.2021 06:59;9.2;10.8; 6.50 ; 5.25 ;171.7028357;14.5913242;;;;;
02.06.2021 07:59;10.7;9.3; 5.60 ; 5.25 ;147.8552197;14.5913242;;;;;
02.06.2021 08:59;12.1;7.9; 4.76 ; 5.25 ;125.5974447;14.5913242;;;;;
02.06.2021 09:59;13.5;6.5; 3.91 ; 5.25 ;103.3396697;14.5913242;;;;;
02.06.2021 10:59;14.5;5.5; 3.31 ; 5.25 ;87.44125894;14.5913242;;;;;
02.06.2021 11:59;15.3;4.7; 2.83 ; 5.25 ;74.72253037;14.5913242;;;;;
02.06.2021 12:59;16;4; 2.41 ; 5.25 ;63.59364287;14.5913242;;;;;
02.06.2021 13:59;16.7;3.3; 1.99 ; 5.25 ;52.46475536;14.5913242;;;;;
02.06.2021 14:59;17.1;2.9; 1.75 ; 5.25 ;46.10539108;14.5913242;;;;;
02.06.2021 15:59;17.1;2.9; 1.75 ; 5.25 ;46.10539108;14.5913242;;;;;
02.06.2021 16:59;16.5;3.5; 2.11 ; 5.25 ;55.64443751;14.5913242;;;;;
02.06.2021 17:59;15.7;4.3; 2.59 ; 5.25 ;68.36316608;14.5913242;;;;;
02.06.2021 18:59;14.5;5.5; 3.31 ; 5.25 ;87.44125894;14.5913242;;;;;
02.06.2021 19:59;13.5;6.5; 3.91 ; 5.25 ;103.3396697;14.5913242;;;;;
02.06.2021 20:59;12.3;7.7; 4.64 ; 5.25 ;122.4177625;14.5913242;;;;;
02.06.2021 21:59;11.1;8.9; 5.36 ; 5.25 ;141.4958554;14.5913242;;;;;
02.06.2021 22:59;9.9;10.1; 6.08 ; 5.25 ;160.5739482;14.5913242;;;;;
02.06.2021 23:59;9.1;10.9; 6.56 ; 5.25 ;173.2926768;14.5913242;;;;;
03.06.2021 00:59;8.1;11.9; 7.16 ; 5.25 ;189.1910875;14.5913242;;;;;
03.06.2021 01:59;7.6;12.4; 7.47 ; 5.25 ;197.1402929;14.5913242;;;;;
03.06.2021 02:59;7.3;12.7; 7.65 ; 5.25 ;201.9098161;14.5913242;;;;;
03.06.2021 03:59;7.2;12.8; 7.71 ; 5.25 ;203.4996572;14.5913242;;;;;
03.06.2021 04:59;8;12; 7.22 ; 5.25 ;190.7809286;14.5913242;;;;;
03.06.2021 05:59;9.8;10.2; 6.14 ; 5.25 ;162.1637893;14.5913242;;;;;
03.06.2021 06:59;11.8;8.2; 4.94 ; 5.25 ;130.3669679;14.5913242;;;;;
03.06.2021 07:59;13.6;6.4; 3.85 ; 5.25 ;101.7498286;14.5913242;;;;;
03.06.2021 08:59;15.4;4.6; 2.77 ; 5.25 ;73.1326893;14.5913242;;;;;
03.06.2021 09:59;16.9;3.1; 1.87 ; 5.25 ;49.28507322;14.5913242;;;;;
03.06.2021 10:59;16.4;3.6; 2.17 ; 5.25 ;57.23427858;14.5913242;;;;;
03.06.2021 11:59;16;4; 2.41 ; 5.25 ;63.59364287;14.5913242;;;;;
03.06.2021 12:59;15.2;4.8; 2.89 ; 5.25 ;76.31237144;14.5913242;;;;;
03.06.2021 13:59;14.9;5.1; 3.07 ; 5.25 ;81.08189465;14.5913242;;;;;
03.06.2021 14:59;14.7;5.3; 3.19 ; 5.25 ;84.2615768;14.5913242;;;;;
03.06.2021 15:59;14.7;5.3; 3.19 ; 5.25 ;84.2615768;14.5913242;;;;;
03.06.2021 16:59;14.5;5.5; 3.31 ; 5.25 ;87.44125894;14.5913242;;;;;
03.06.2021 17:59;13.9;6.1; 3.67 ; 5.25 ;96.98030537;14.5913242;;;;;
03.06.2021 18:59;13.1;6.9; 4.15 ; 5.25 ;109.6990339;14.5913242;;;;;
03.06.2021 19:59;12.2;7.8; 4.70 ; 5.25 ;124.0076036;14.5913242;;;;;
03.06.2021 20:59;11.8;8.2; 4.94 ; 5.25 ;130.3669679;14.5913242;;;;;
03.06.2021 21:59;11.3;8.7; 5.24 ; 5.25 ;138.3161732;14.5913242;;;;;
03.06.2021 22:59;10.9;9.1; 5.48 ; 5.25 ;144.6755375;14.5913242;;;;;
03.06.2021 23:59;11.2;8.8; 5.30 ; 5.25 ;139.9060143;14.5913242;;;;;
04.06.2021 00:59;11.6;8.4; 5.06 ; 5.25 ;133.54665;14.5913242;;;;;
04.06.2021 01:59;11.8;8.2; 4.94 ; 5.25 ;130.3669679;14.5913242;;;;;
04.06.2021 02:59;12;8; 4.82 ; 5.25 ;127.1872857;14.5913242;;;;;
04.06.2021 03:59;12;8; 4.82 ; 5.25 ;127.1872857;14.5913242;;;;;
04.06.2021 04:59;12.4;7.6; 4.58 ; 5.25 ;120.8279214;14.5913242;;;;;
04.06.2021 05:59;13.6;6.4; 3.85 ; 5.25 ;101.7498286;14.5913242;;;;;
04.06.2021 06:59;15.7;4.3; 2.59 ; 5.25 ;68.36316608;14.5913242;;;;;
04.06.2021 07:59;18.2;1.8; 1.08 ; 5.25 ;28.61713929;14.5913242;;;;;
04.06.2021 08:59;19.6;0.4; 0.24 ; 5.25 ;6.359364287;14.5913242;;;;;
04.06.2021 09:59;20.9;0; -   ; 5.25 ;0;14.5913242;;;;;
04.06.2021 10:59;21;0; -   ; 5.25 ;0;14.5913242;;;;;
04.06.2021 11:59;20.1;0; -   ; 5.25 ;0;14.5913242;;;;;
04.06.2021 12:59;20.7;0; -   ; 5.25 ;0;14.5913242;;;;;
04.06.2021 13:59;20.2;0; -   ; 5.25 ;0;14.5913242;;;;;
04.06.2021 14:59;19.4;0.6; 0.36 ; 5.25 ;9.53904643;14.5913242;;;;;
04.06.2021 15:59;18.5;1.5; 0.90 ; 5.25 ;23.84761607;14.5913242;;;;;
04.06.2021 16:59;17.7;2.3; 1.38 ; 5.25 ;36.56634465;14.5913242;;;;;
04.06.2021 17:59;16.9;3.1; 1.87 ; 5.25 ;49.28507322;14.5913242;;;;;
04.06.2021 18:59;16.5;3.5; 2.11 ; 5.25 ;55.64443751;14.5913242;;;;;
04.06.2021 19:59;16;4; 2.41 ; 5.25 ;63.59364287;14.5913242;;;;;
04.06.2021 20:59;15;5; 3.01 ; 5.25 ;79.49205358;14.5913242;;;;;
04.06.2021 21:59;13.6;6.4; 3.85 ; 5.25 ;101.7498286;14.5913242;;;;;
04.06.2021 22:59;13.4;6.6; 3.97 ; 5.25 ;104.9295107;14.5913242;;;;;
04.06.2021 23:59;12.2;7.8; 4.70 ; 5.25 ;124.0076036;14.5913242;;;;;
05.06.2021 00:59;10.9;9.1; 5.48 ; 5.25 ;144.6755375;14.5913242;;;;;
05.06.2021 01:59;10.2;9.8; 5.90 ; 5.25 ;155.804425;14.5913242;;;;;
05.06.2021 02:59;9.7;10.3; 6.20 ; 5.25 ;163.7536304;14.5913242;;;;;
05.06.2021 03:59;9.6;10.4; 6.26 ; 5.25 ;165.3434715;14.5913242;;;;;
05.06.2021 04:59;10.2;9.8; 5.90 ; 5.25 ;155.804425;14.5913242;;;;;
05.06.2021 05:59;11.2;8.8; 5.30 ; 5.25 ;139.9060143;14.5913242;;;;;
05.06.2021 06:59;12.6;7.4; 4.46 ; 5.25 ;117.6482393;14.5913242;;;;;
05.06.2021 07:59;14;6; 3.61 ; 5.25 ;95.3904643;14.5913242;;;;;
05.06.2021 08:59;15.5;4.5; 2.71 ; 5.25 ;71.54284822;14.5913242;;;;;
05.06.2021 09:59;17.2;2.8; 1.69 ; 5.25 ;44.51555001;14.5913242;;;;;
05.06.2021 10:59;18.9;1.1; 0.66 ; 5.25 ;17.48825179;14.5913242;;;;;
05.06.2021 11:59;19.7;0.3; 0.18 ; 5.25 ;4.769523215;14.5913242;;;;;
05.06.2021 12:59;20.3;0; -   ; 5.25 ;0;14.5913242;;;;;
05.06.2021 13:59;20.5;0; -   ; 5.25 ;0;14.5913242;;;;;
05.06.2021 14:59;20.5;0; -   ; 5.25 ;0;14.5913242;;;;;
05.06.2021 15:59;20;0; -   ; 5.25 ;0;14.5913242;;;;;
05.06.2021 16:59;19.2;0.8; 0.48 ; 5.25 ;12.71872857;14.5913242;;;;;
05.06.2021 17:59;18.2;1.8; 1.08 ; 5.25 ;28.61713929;14.5913242;;;;;
05.06.2021 18:59;17.1;2.9; 1.75 ; 5.25 ;46.10539108;14.5913242;;;;;
05.06.2021 19:59;15.9;4.1; 2.47 ; 5.25 ;65.18348394;14.5913242;;;;;
05.06.2021 20:59;14.3;5.7; 3.43 ; 5.25 ;90.62094108;14.5913242;;;;;
05.06.2021 21:59;13.1;6.9; 4.15 ; 5.25 ;109.6990339;14.5913242;;;;;
05.06.2021 22:59;11.7;8.3; 5.00 ; 5.25 ;131.9568089;14.5913242;;;;;
05.06.2021 23:59;11;9; 5.42 ; 5.25 ;143.0856964;14.5913242;;;;;
06.06.2021 00:59;10.1;9.9; 5.96 ; 5.25 ;157.3942661;14.5913242;;;;;
06.06.2021 01:59;9.7;10.3; 6.20 ; 5.25 ;163.7536304;14.5913242;;;;;
06.06.2021 02:59;9.3;10.7; 6.44 ; 5.25 ;170.1129947;14.5913242;;;;;
06.06.2021 03:59;9.3;10.7; 6.44 ; 5.25 ;170.1129947;14.5913242;;;;;
06.06.2021 04:59;10.2;9.8; 5.90 ; 5.25 ;155.804425;14.5913242;;;;;
06.06.2021 05:59;11.6;8.4; 5.06 ; 5.25 ;133.54665;14.5913242;;;;;
06.06.2021 06:59;13.2;6.8; 4.09 ; 5.25 ;108.1091929;14.5913242;;;;;
06.06.2021 07:59;15;5; 3.01 ; 5.25 ;79.49205358;14.5913242;;;;;
06.06.2021 08:59;16.8;3.2; 1.93 ; 5.25 ;50.87491429;14.5913242;;;;;
06.06.2021 09:59;18.2;1.8; 1.08 ; 5.25 ;28.61713929;14.5913242;;;;;
06.06.2021 10:59;19.4;0.6; 0.36 ; 5.25 ;9.53904643;14.5913242;;;;;
06.06.2021 11:59;20.4;0; -   ; 5.25 ;0;14.5913242;;;;;
06.06.2021 12:59;21;0; -   ; 5.25 ;0;14.5913242;;;;;
06.06.2021 13:59;21.3;0; -   ; 5.25 ;0;14.5913242;;;;;
06.06.2021 14:59;21.2;0; -   ; 5.25 ;0;14.5913242;;;;;
06.06.2021 15:59;20.9;0; -   ; 5.25 ;0;14.5913242;;;;;
06.06.2021 16:59;20.1;0; -   ; 5.25 ;0;14.5913242;;;;;
06.06.2021 17:59;19;1; 0.60 ; 5.25 ;15.89841072;14.5913242;;;;;
06.06.2021 18:59;17.7;2.3; 1.38 ; 5.25 ;36.56634465;14.5913242;;;;;
06.06.2021 19:59;16.5;3.5; 2.11 ; 5.25 ;55.64443751;14.5913242;;;;;
06.06.2021 20:59;15;5; 3.01 ; 5.25 ;79.49205358;14.5913242;;;;;
06.06.2021 21:59;13.7;6.3; 3.79 ; 5.25 ;100.1599875;14.5913242;;;;;
06.06.2021 22:59;12.3;7.7; 4.64 ; 5.25 ;122.4177625;14.5913242;;;;;
06.06.2021 23:59;11.6;8.4; 5.06 ; 5.25 ;133.54665;14.5913242;;;;;
07.06.2021 00:59;10.8;9.2; 5.54 ; 5.25 ;146.2653786;14.5913242;;;;;
07.06.2021 01:59;10.4;9.6; 5.78 ; 5.25 ;152.6247429;14.5913242;;;;;
07.06.2021 02:59;10.1;9.9; 5.96 ; 5.25 ;157.3942661;14.5913242;;;;;
07.06.2021 03:59;10.1;9.9; 5.96 ; 5.25 ;157.3942661;14.5913242;;;;;
07.06.2021 04:59;10.3;9.7; 5.84 ; 5.25 ;154.2145839;14.5913242;;;;;
07.06.2021 05:59;10.6;9.4; 5.66 ; 5.25 ;149.4450607;14.5913242;;;;;
07.06.2021 06:59;11.2;8.8; 5.30 ; 5.25 ;139.9060143;14.5913242;;;;;
07.06.2021 07:59;12.4;7.6; 4.58 ; 5.25 ;120.8279214;14.5913242;;;;;
07.06.2021 08:59;13.2;6.8; 4.09 ; 5.25 ;108.1091929;14.5913242;;;;;
07.06.2021 09:59;14;6; 3.61 ; 5.25 ;95.3904643;14.5913242;;;;;
07.06.2021 10:59;14.6;5.4; 3.25 ; 5.25 ;85.85141787;14.5913242;;;;;
07.06.2021 11:59;15.2;4.8; 2.89 ; 5.25 ;76.31237144;14.5913242;;;;;
07.06.2021 12:59;16.3;3.7; 2.23 ; 5.25 ;58.82411965;14.5913242;;;;;
07.06.2021 13:59;17;3; 1.81 ; 5.25 ;47.69523215;14.5913242;;;;;
07.06.2021 14:59;16.9;3.1; 1.87 ; 5.25 ;49.28507322;14.5913242;;;;;
07.06.2021 15:59;16.8;3.2; 1.93 ; 5.25 ;50.87491429;14.5913242;;;;;
07.06.2021 16:59;15.9;4.1; 2.47 ; 5.25 ;65.18348394;14.5913242;;;;;
07.06.2021 17:59;15.2;4.8; 2.89 ; 5.25 ;76.31237144;14.5913242;;;;;
07.06.2021 18:59;14.5;5.5; 3.31 ; 5.25 ;87.44125894;14.5913242;;;;;
07.06.2021 19:59;13.9;6.1; 3.67 ; 5.25 ;96.98030537;14.5913242;;;;;
07.06.2021 20:59;13.3;6.7; 4.03 ; 5.25 ;106.5193518;14.5913242;;;;;
07.06.2021 21:59;12.7;7.3; 4.39 ; 5.25 ;116.0583982;14.5913242;;;;;
07.06.2021 22:59;12;8; 4.82 ; 5.25 ;127.1872857;14.5913242;;;;;
07.06.2021 23:59;11.6;8.4; 5.06 ; 5.25 ;133.54665;14.5913242;;;;;
08.06.2021 00:59;11.1;8.9; 5.36 ; 5.25 ;141.4958554;14.5913242;;;;;
08.06.2021 01:59;10.8;9.2; 5.54 ; 5.25 ;146.2653786;14.5913242;;;;;
08.06.2021 02:59;10.6;9.4; 5.66 ; 5.25 ;149.4450607;14.5913242;;;;;
08.06.2021 03:59;10.6;9.4; 5.66 ; 5.25 ;149.4450607;14.5913242;;;;;
08.06.2021 04:59;11.7;8.3; 5.00 ; 5.25 ;131.9568089;14.5913242;;;;;
08.06.2021 05:59;13.2;6.8; 4.09 ; 5.25 ;108.1091929;14.5913242;;;;;
08.06.2021 06:59;14.8;5.2; 3.13 ; 5.25 ;82.67173573;14.5913242;;;;;
08.06.2021 07:59;16.8;3.2; 1.93 ; 5.25 ;50.87491429;14.5913242;;;;;
08.06.2021 08:59;18.6;1.4; 0.84 ; 5.25 ;22.257775;14.5913242;;;;;
08.06.2021 09:59;20.3;0; -   ; 5.25 ;0;14.5913242;;;;;
08.06.2021 10:59;22;0; -   ; 5.25 ;0;14.5913242;;;;;
08.06.2021 11:59;23.2;0; -   ; 5.25 ;0;14.5913242;;;;;
08.06.2021 12:59;24.1;0; -   ; 5.25 ;0;14.5913242;;;;;
08.06.2021 13:59;24.6;0; -   ; 5.25 ;0;14.5913242;;;;;
08.06.2021 14:59;24.8;0; -   ; 5.25 ;0;14.5913242;;;;;
08.06.2021 15:59;24.6;0; -   ; 5.25 ;0;14.5913242;;;;;
08.06.2021 16:59;24;0; -   ; 5.25 ;0;14.5913242;;;;;
08.06.2021 17:59;22.9;0; -   ; 5.25 ;0;14.5913242;;;;;
08.06.2021 18:59;21.5;0; -   ; 5.25 ;0;14.5913242;;;;;
08.06.2021 19:59;20;0; -   ; 5.25 ;0;14.5913242;;;;;
08.06.2021 20:59;18.1;1.9; 1.14 ; 5.25 ;30.20698036;14.5913242;;;;;
08.06.2021 21:59;16.3;3.7; 2.23 ; 5.25 ;58.82411965;14.5913242;;;;;
08.06.2021 22:59;14.4;5.6; 3.37 ; 5.25 ;89.03110001;14.5913242;;;;;
08.06.2021 23:59;13.2;6.8; 4.09 ; 5.25 ;108.1091929;14.5913242;;;;;
09.06.2021 00:59;11.9;8.1; 4.88 ; 5.25 ;128.7771268;14.5913242;;;;;
09.06.2021 01:59;11.1;8.9; 5.36 ; 5.25 ;141.4958554;14.5913242;;;;;
09.06.2021 02:59;10.6;9.4; 5.66 ; 5.25 ;149.4450607;14.5913242;;;;;
09.06.2021 03:59;10.5;9.5; 5.72 ; 5.25 ;151.0349018;14.5913242;;;;;
09.06.2021 04:59;11.4;8.6; 5.18 ; 5.25 ;136.7263322;14.5913242;;;;;
09.06.2021 05:59;12.8;7.2; 4.33 ; 5.25 ;114.4685572;14.5913242;;;;;
09.06.2021 06:59;14.4;5.6; 3.37 ; 5.25 ;89.03110001;14.5913242;;;;;
09.06.2021 07:59;16.3;3.7; 2.23 ; 5.25 ;58.82411965;14.5913242;;;;;
09.06.2021 08:59;18.2;1.8; 1.08 ; 5.25 ;28.61713929;14.5913242;;;;;
09.06.2021 09:59;19.9;0.1; 0.06 ; 5.25 ;1.589841072;14.5913242;;;;;
09.06.2021 10:59;21.4;0; -   ; 5.25 ;0;14.5913242;;;;;
09.06.2021 11:59;22.6;0; -   ; 5.25 ;0;14.5913242;;;;;
09.06.2021 12:59;23.4;0; -   ; 5.25 ;0;14.5913242;;;;;
09.06.2021 13:59;23.9;0; -   ; 5.25 ;0;14.5913242;;;;;
09.06.2021 14:59;24.1;0; -   ; 5.25 ;0;14.5913242;;;;;
09.06.2021 15:59;23.8;0; -   ; 5.25 ;0;14.5913242;;;;;
09.06.2021 16:59;23;0; -   ; 5.25 ;0;14.5913242;;;;;
09.06.2021 17:59;21.9;0; -   ; 5.25 ;0;14.5913242;;;;;
09.06.2021 18:59;20.4;0; -   ; 5.25 ;0;14.5913242;;;;;
09.06.2021 19:59;18.9;1.1; 0.66 ; 5.25 ;17.48825179;14.5913242;;;;;
09.06.2021 20:59;17.3;2.7; 1.63 ; 5.25 ;42.92570893;14.5913242;;;;;
09.06.2021 21:59;15.8;4.2; 2.53 ; 5.25 ;66.77332501;14.5913242;;;;;
09.06.2021 22:59;14.2;5.8; 3.49 ; 5.25 ;92.21078215;14.5913242;;;;;
09.06.2021 23:59;13.6;6.4; 3.85 ; 5.25 ;101.7498286;14.5913242;;;;;
10.06.2021 00:59;12.9;7.1; 4.27 ; 5.25 ;112.8787161;14.5913242;;;;;
10.06.2021 01:59;12.5;7.5; 4.52 ; 5.25 ;119.2380804;14.5913242;;;;;
10.06.2021 02:59;12.2;7.8; 4.70 ; 5.25 ;124.0076036;14.5913242;;;;;
10.06.2021 03:59;12.2;7.8; 4.70 ; 5.25 ;124.0076036;14.5913242;;;;;
10.06.2021 04:59;12.9;7.1; 4.27 ; 5.25 ;112.8787161;14.5913242;;;;;
10.06.2021 05:59;13.6;6.4; 3.85 ; 5.25 ;101.7498286;14.5913242;;;;;
10.06.2021 06:59;14.8;5.2; 3.13 ; 5.25 ;82.67173573;14.5913242;;;;;
10.06.2021 07:59;15.9;4.1; 2.47 ; 5.25 ;65.18348394;14.5913242;;;;;
10.06.2021 08:59;17.3;2.7; 1.63 ; 5.25 ;42.92570893;14.5913242;;;;;
10.06.2021 09:59;18.4;1.6; 0.96 ; 5.25 ;25.43745715;14.5913242;;;;;
10.06.2021 10:59;18.9;1.1; 0.66 ; 5.25 ;17.48825179;14.5913242;;;;;
10.06.2021 11:59;19.5;0.5; 0.30 ; 5.25 ;7.949205358;14.5913242;;;;;
10.06.2021 12:59;19.6;0.4; 0.24 ; 5.25 ;6.359364287;14.5913242;;;;;
10.06.2021 13:59;19.9;0.1; 0.06 ; 5.25 ;1.589841072;14.5913242;;;;;
10.06.2021 14:59;20.2;0; -   ; 5.25 ;0;14.5913242;;;;;
10.06.2021 15:59;20.3;0; -   ; 5.25 ;0;14.5913242;;;;;
10.06.2021 16:59;19.8;0.2; 0.12 ; 5.25 ;3.179682143;14.5913242;;;;;
10.06.2021 17:59;19.3;0.7; 0.42 ; 5.25 ;11.1288875;14.5913242;;;;;
10.06.2021 18:59;18.4;1.6; 0.96 ; 5.25 ;25.43745715;14.5913242;;;;;
10.06.2021 19:59;17.5;2.5; 1.51 ; 5.25 ;39.74602679;14.5913242;;;;;
10.06.2021 20:59;16.7;3.3; 1.99 ; 5.25 ;52.46475536;14.5913242;;;;;
10.06.2021 21:59;15.9;4.1; 2.47 ; 5.25 ;65.18348394;14.5913242;;;;;
10.06.2021 22:59;15.1;4.9; 2.95 ; 5.25 ;77.90221251;14.5913242;;;;;
10.06.2021 23:59;14.9;5.1; 3.07 ; 5.25 ;81.08189465;14.5913242;;;;;
11.06.2021 00:59;14.6;5.4; 3.25 ; 5.25 ;85.85141787;14.5913242;;;;;
11.06.2021 01:59;14.4;5.6; 3.37 ; 5.25 ;89.03110001;14.5913242;;;;;
11.06.2021 02:59;14.3;5.7; 3.43 ; 5.25 ;90.62094108;14.5913242;;;;;
11.06.2021 03:59;14.3;5.7; 3.43 ; 5.25 ;90.62094108;14.5913242;;;;;
11.06.2021 04:59;15.4;4.6; 2.77 ; 5.25 ;73.1326893;14.5913242;;;;;
11.06.2021 05:59;17.2;2.8; 1.69 ; 5.25 ;44.51555001;14.5913242;;;;;
11.06.2021 06:59;19.1;0.9; 0.54 ; 5.25 ;14.30856964;14.5913242;;;;;
11.06.2021 07:59;21.3;0; -   ; 5.25 ;0;14.5913242;;;;;
11.06.2021 08:59;23.4;0; -   ; 5.25 ;0;14.5913242;;;;;
11.06.2021 09:59;25.4;0; -   ; 5.25 ;0;14.5913242;;;;;
11.06.2021 10:59;27;0; -   ; 5.25 ;0;14.5913242;;;;;
11.06.2021 11:59;28.4;0; -   ; 5.25 ;0;14.5913242;;;;;
11.06.2021 12:59;29.3;0; -   ; 5.25 ;0;14.5913242;;;;;
11.06.2021 13:59;29.9;0; -   ; 5.25 ;0;14.5913242;;;;;
11.06.2021 14:59;30.1;0; -   ; 5.25 ;0;14.5913242;;;;;
11.06.2021 15:59;29.9;0; -   ; 5.25 ;0;14.5913242;;;;;
11.06.2021 16:59;29.2;0; -   ; 5.25 ;0;14.5913242;;;;;
11.06.2021 17:59;28;0; -   ; 5.25 ;0;14.5913242;;;;;
11.06.2021 18:59;26.5;0; -   ; 5.25 ;0;14.5913242;;;;;
11.06.2021 19:59;25;0; -   ; 5.25 ;0;14.5913242;;;;;
11.06.2021 20:59;23.1;0; -   ; 5.25 ;0;14.5913242;;;;;
11.06.2021 21:59;21.3;0; -   ; 5.25 ;0;14.5913242;;;;;
11.06.2021 22:59;19.4;0.6; 0.36 ; 5.25 ;9.53904643;14.5913242;;;;;
11.06.2021 23:59;17.9;2.1; 1.26 ; 5.25 ;33.3866625;14.5913242;;;;;
12.06.2021 00:59;16.3;3.7; 2.23 ; 5.25 ;58.82411965;14.5913242;;;;;
12.06.2021 01:59;15.4;4.6; 2.77 ; 5.25 ;73.1326893;14.5913242;;;;;
12.06.2021 02:59;14.8;5.2; 3.13 ; 5.25 ;82.67173573;14.5913242;;;;;
12.06.2021 03:59;14.7;5.3; 3.19 ; 5.25 ;84.2615768;14.5913242;;;;;
12.06.2021 04:59;15.8;4.2; 2.53 ; 5.25 ;66.77332501;14.5913242;;;;;
12.06.2021 05:59;16.8;3.2; 1.93 ; 5.25 ;50.87491429;14.5913242;;;;;
